carat,cut,colour,clarity,Length,Width,height,depth ratio,table,Grading,price
0.3,Good,H,VVS2,4.28,4.24,2.71,63.6,55.0, Low  ,776
0.29,Ideal,F,VVS1,4.29,4.32,2.62,60.9,57.0, Low  ,669
0.33,Very Good,H,VVS2,4.43,4.46,2.74,61.8,57.0, Low  ,614
0.51,Ideal,D,VVS2,5.16,5.14,3.18,61.7,56.0,Mid  ,2742
2.02,Ideal,I,SI2,8.05,8.01,5.03,62.6,56.0,High  ,10181
0.3,Premium,E,VS2,4.29,4.27,2.66,62.1,59.0, Low  ,844
0.9,Fair,J,VS1,6.02,5.93,3.91,65.4,60.0,Mid  ,2964
1.7,Ideal,H,VS1,7.69,7.73,4.74,61.5,55.0,High  ,16240
2.02,Premium,F,SI2,8.2,8.13,4.98,61.0,59.0,High  ,11962
2.07,Very Good,I,VS2,8.24,8.29,5.01,60.6,58.0,High  ,16378
0.9,Ideal,I,SI1,6.12,6.15,3.82,62.3,57.0,Mid  ,3455
0.41,Very Good,G,VS1,4.83,4.85,2.93,60.5,56.0, Low  ,823
2.01,Very Good,H,SI2,8.09,7.99,5.1,63.4,56.0,High  ,12829
0.58,Ideal,G,VVS1,5.39,5.44,3.33,61.5,55.0,Mid  ,2772
0.3,Good,J,SI1,4.26,4.23,2.71,63.8,56.0, Low  ,450
0.26,Ideal,D,VS1,4.1,4.12,2.55,62.0,55.0, Low  ,452
1.79,Ideal,J,SI1,7.87,7.91,4.72,59.8,61.0,High  ,10108
0.42,Premium,F,VVS2,4.82,4.78,2.96,61.7,59.0,Mid  ,1221
1.05,Premium,G,SI2,6.51,6.48,4.07,62.7,54.0,Mid  ,4018
2.26,Ideal,G,SI2,8.44,8.36,5.2,61.9,57.0,High  ,12831
1.13,Ideal,H,SI1,6.73,6.66,4.15,62.0,57.0,Mid  ,5050
1.52,Very Good,D,SI1,7.4,7.46,4.51,60.6,57.8,High  ,14295
0.91,Ideal,I,VVS2,6.25,6.27,3.79,60.6,57.0,Mid  ,4663
0.5,Ideal,G,VVS2,5.11,5.15,3.17,61.8,54.0,Mid  ,1766
1.03,Fair,G,SI1,6.36,6.31,4.1,64.7,63.0,Mid  ,4424
2.01,Premium,I,SI2,8.01,7.87,4.92,62.0,56.0,High  ,12338
1.16,Very Good,H,SI2,6.7,6.64,4.19,62.8,59.0,Mid  ,5799
0.34,Ideal,G,VS2,4.51,4.54,2.78,61.4,55.0, Low  ,616
0.83,Premium,F,VS2,6.04,6.09,3.65,60.2,60.0,Mid  ,3557
1.51,Ideal,E,VS2,7.55,7.47,4.49,59.8,59.0,High  ,13986
0.72,Ideal,G,VS1,5.74,5.76,3.55,61.8,56.0,Mid  ,3478
0.24,Very Good,E,VVS2,3.96,3.99,2.48,62.4,58.0, Low  ,552
1.57,Ideal,I,VS2,7.36,7.4,4.63,62.7,56.0,High  ,10278
0.58,Premium,I,VVS1,5.31,5.27,3.31,62.6,59.0,Mid  ,1758
1.25,Very Good,H,SI2,6.82,6.87,4.3,62.8,55.0,Mid  ,5775
0.32,Ideal,F,VS2,4.41,4.43,2.76,62.4,55.0, Low  ,645
0.9,Very Good,F,VS2,6.17,6.24,3.86,62.2,57.0,Mid  ,4617
0.31,Ideal,G,VS1,4.37,4.34,2.72,62.5,57.0, Low  ,802
1.03,Premium,F,SI1,6.53,6.44,3.99,61.5,57.0,Mid  ,5087
0.59,Ideal,E,VS2,5.4,5.42,3.36,62.1,55.0,Mid  ,1875
0.54,Very Good,G,VS1,5.12,5.17,3.3,64.0,59.5,Mid  ,1563
1.27,Premium,J,SI1,6.97,6.91,4.29,61.8,58.0,Mid  ,5121
0.48,Good,D,VS1,5.09,5.13,3.03,59.3,58.0,Mid  ,1743
0.91,Good,G,VS1,6.07,6.15,3.86,63.2,58.0,Mid  ,4284
2.01,Premium,F,SI2,8.14,8.07,4.97,61.3,58.0,High  ,14067
1.02,Very Good,F,VS1,6.45,6.51,3.97,61.3,59.0,High  ,6785
0.98,Premium,H,I1,6.61,6.48,3.89,59.6,60.0,Mid  ,2046
2.05,Premium,J,VS1,8.14,8.09,5.07,62.5,60.0,High  ,15109
1.06,Ideal,G,VS1,6.54,6.56,4.03,61.5,57.0,High  ,8093
0.31,Ideal,F,VVS1,4.36,4.41,2.7,61.6,55.0, Low  ,975
1.22,Premium,J,SI2,6.89,6.77,4.25,62.2,60.0,Mid  ,4132
0.7,Ideal,H,VS2,5.63,5.72,3.54,62.4,56.0,Mid  ,2398
1.53,Ideal,I,VS2,7.3,7.35,4.56,62.3,57.0,High  ,9189
0.32,Very Good,G,VVS2,4.36,4.38,2.72,62.2,57.0, Low  ,730
1.62,Premium,E,SI2,7.55,7.52,4.66,61.8,59.0,High  ,9526
1.0,Very Good,F,VS2,6.38,6.41,4.01,62.7,58.0,Mid  ,6319
0.32,Very Good,D,SI2,4.35,4.38,2.74,62.8,57.0, Low  ,477
0.4,Premium,H,SI1,4.72,4.68,2.94,62.6,58.0, Low  ,855
0.33,Ideal,F,IF,4.44,4.47,2.74,61.5,55.0,Mid  ,1042
2.01,Very Good,I,SI1,7.99,8.04,5.03,62.8,60.0,High  ,14811
1.23,Premium,D,SI2,6.99,6.97,4.11,58.9,58.0,Mid  ,5283
0.77,Ideal,H,SI1,5.87,5.91,3.61,61.3,56.0,Mid  ,3089
1.09,Ideal,G,SI2,6.68,6.63,4.07,61.2,57.0,Mid  ,4670
1.02,Very Good,G,SI2,6.37,6.4,4.07,63.8,55.0,Mid  ,4501
0.32,Very Good,F,VS2,4.38,4.41,2.68,61.0,61.0, Low  ,645
0.7,Premium,G,SI1,5.68,5.59,3.48,61.8,59.0,Mid  ,2184
0.24,Ideal,G,VS1,3.99,4.04,2.48,61.8,56.0, Low  ,442
0.32,Premium,I,VS1,4.4,4.38,2.75,62.6,58.0, Low  ,648
0.91,Very Good,H,SI2,6.11,6.06,3.85,63.3,58.0,Mid  ,3756
0.94,Premium,H,VS2,6.26,6.18,3.89,62.5,58.0,Mid  ,4264
1.61,Ideal,E,SI2,7.45,7.42,4.68,63.0,60.0,High  ,11090
2.27,Ideal,I,SI2,8.63,8.53,5.19,60.5,55.0,High  ,12939
0.9,Fair,H,VS2,6.09,6.14,3.95,64.6,54.0,Mid  ,3725
0.35,Very Good,F,VVS1,4.53,4.55,2.79,61.6,56.0, Low  ,966
1.5,Fair,J,I1,6.94,6.87,4.75,68.8,57.0,Mid  ,4284
0.25,Premium,F,VVS2,4.04,3.99,2.49,62.0,59.0, Low  ,740
2.05,Premium,J,VS1,8.09,8.14,5.07,62.5,60.0,High  ,14973
0.53,Very Good,F,SI2,5.11,5.17,3.21,62.5,57.0,Mid  ,1132
0.8,Ideal,G,VS2,6.05,6.02,3.63,60.1,57.0,Mid  ,2550
0.71,Very Good,G,VS2,5.65,5.71,3.53,62.1,62.0,Mid  ,2599
1.1,Premium,H,SI2,6.6,6.56,4.12,62.6,57.0,Mid  ,4435
1.1,Premium,H,SI2,6.6,6.56,4.12,62.6,57.0,Mid  ,4558
1.16,Ideal,G,SI2,6.8,6.78,4.18,61.6,55.0,Mid  ,5171
0.71,Very Good,F,SI2,5.68,5.73,3.61,63.3,56.0,Mid  ,2036
0.77,Very Good,J,SI1,5.94,5.99,3.64,61.0,59.0,Mid  ,2086
0.95,Premium,G,SI2,6.36,6.34,3.8,59.8,60.0,Mid  ,3181
0.56,Ideal,G,VS2,5.34,5.32,3.25,61.0,57.0,Mid  ,1698
0.51,Ideal,H,SI2,5.14,5.18,3.19,61.8,53.0, Low  ,983
0.41,Ideal,G,VS2,4.75,4.8,2.93,61.4,55.0, Low  ,827
2.13,Ideal,H,SI1,8.27,8.2,5.12,62.2,55.0,High  ,18442
1.49,Good,I,SI2,7.2,7.1,4.6,64.3,59.0,Mid  ,5407
0.38,Very Good,D,VS2,4.76,4.82,2.8,58.5,59.0, Low  ,818
0.26,Ideal,H,VS2,4.08,4.1,2.54,62.1,55.0, Low  ,434
0.54,Premium,D,VS1,5.3,5.24,3.22,61.1,58.0,Mid  ,2100
1.02,Very Good,D,SI2,6.47,6.51,3.99,61.5,56.0,Mid  ,4633
0.43,Good,E,SI2,4.83,4.8,3.06,63.6,55.0, Low  ,858
0.71,Very Good,G,VS1,5.66,5.64,3.59,63.5,55.0,Mid  ,2803
0.4,Premium,F,VS1,4.76,4.75,2.87,60.4,59.0,Mid  ,1050
1.04,Premium,G,SI2,6.5,6.57,4.0,61.2,58.0,Mid  ,4200
1.52,Ideal,E,VS1,7.32,7.39,4.59,62.4,54.0,High  ,16916
0.51,Good,G,SI1,5.08,5.03,3.19,63.1,64.0,Mid  ,1107
1.01,Good,F,SI2,6.64,6.66,3.88,58.3,60.0,Mid  ,4011
0.51,Premium,D,SI2,5.12,5.08,3.16,62.0,58.0,Mid  ,1359
0.31,Premium,G,VVS1,4.32,4.29,2.71,63.0,58.0,Mid  ,1046
0.82,Ideal,D,SI1,6.02,6.06,3.72,61.6,57.0,Mid  ,4135
0.51,Premium,E,VS2,5.18,5.15,3.18,61.6,58.0,Mid  ,1567
0.38,Ideal,E,VVS2,4.61,4.62,2.86,62.0,57.0,Mid  ,1100
0.26,Very Good,E,VVS2,4.1,4.13,2.52,61.4,57.0, Low  ,506
0.3,Ideal,H,VS1,4.25,4.3,2.68,62.7,55.0, Low  ,526
0.5,Good,I,SI2,4.91,5.01,3.24,65.3,56.0, Low  ,855
0.34,Very Good,H,VVS1,4.45,4.41,2.8,63.2,58.0, Low  ,995
0.75,Premium,G,SI1,5.98,5.9,3.51,59.1,59.0,Mid  ,2622
0.42,Ideal,F,SI1,4.84,4.88,2.96,60.9,55.0, Low  ,773
1.12,Very Good,E,VS2,6.61,6.64,4.16,62.8,57.0,High  ,7589
0.57,Ideal,F,VVS2,5.35,5.31,3.31,62.1,56.0,Mid  ,2360
0.53,Very Good,G,SI1,5.21,5.34,3.23,61.2,55.0,Mid  ,1237
1.22,Premium,G,IF,7.02,6.97,4.14,59.2,58.0,High  ,11104
0.37,Premium,F,VVS2,4.58,4.52,2.86,62.9,56.0, Low  ,948
0.32,Ideal,I,VS2,4.41,4.4,2.71,61.5,56.0, Low  ,576
1.29,Premium,E,I1,7.18,7.12,4.19,58.6,60.0,Mid  ,3901
1.52,Premium,G,SI1,7.4,7.33,4.54,61.6,57.0,High  ,9952
1.23,Premium,G,VS1,6.87,6.89,4.22,61.3,58.0,High  ,8759
0.5,Very Good,E,VS1,5.13,5.2,3.1,60.0,60.0,Mid  ,1806
0.32,Very Good,G,VVS2,4.39,4.41,2.68,60.9,61.0, Low  ,730
1.47,Premium,I,SI2,7.34,7.24,4.55,62.4,55.0,High  ,6742
0.7,Very Good,D,VS2,5.62,5.69,3.57,63.1,56.0,Mid  ,2985
0.53,Ideal,J,SI1,5.2,5.23,3.2,61.4,56.0,Mid  ,1042
0.81,Very Good,G,VS1,5.92,5.96,3.75,63.1,58.0,Mid  ,3507
0.31,Ideal,G,VVS2,4.32,4.35,2.69,62.1,56.0, Low  ,707
0.5,Very Good,H,VS2,5.12,5.16,3.15,61.2,55.0,Mid  ,1411
1.75,Premium,F,VS2,7.76,7.72,4.75,61.4,58.0,High  ,17172
0.8,Very Good,F,SI1,5.86,5.89,3.73,63.5,55.0,Mid  ,2914
0.8,Very Good,H,SI2,5.87,5.84,3.71,63.4,58.0,Mid  ,2502
1.8,Good,F,SI2,8.13,8.08,4.69,57.9,58.0,High  ,12308
0.5,Ideal,E,VS2,5.17,5.12,3.14,61.0,56.0,Mid  ,1629
1.57,Premium,I,SI2,7.41,7.37,4.61,62.4,58.0,High  ,7976
0.31,Ideal,G,VVS1,4.34,4.38,2.67,61.2,56.0, Low  ,816
1.24,Very Good,H,SI2,6.79,6.83,4.36,64.0,56.0,Mid  ,5725
1.24,Premium,E,SI1,7.08,7.01,4.11,58.5,60.0,Mid  ,5775
0.83,Ideal,H,SI2,6.05,6.1,3.71,61.1,59.0,Mid  ,2666
0.35,Very Good,F,VS2,4.5,4.54,2.76,61.1,62.0, Low  ,706
0.6,Ideal,H,VS1,5.44,5.46,3.38,62.0,53.0,Mid  ,1772
1.51,Premium,J,VVS2,7.31,7.33,4.58,62.6,59.0,High  ,8770
0.61,Ideal,G,VS2,5.46,5.48,3.37,61.6,55.0,Mid  ,2286
1.5,Very Good,I,SI1,7.26,7.33,4.48,61.4,62.0,High  ,7722
0.47,Ideal,F,VVS1,4.98,5.0,3.09,61.9,55.0,Mid  ,1779
0.32,Ideal,G,IF,4.41,4.45,2.76,62.3,53.0, Low  ,918
1.0,Good,E,VS2,6.37,6.34,4.05,63.7,56.0,Mid  ,5819
0.51,Ideal,G,VS1,5.14,5.07,3.19,62.5,57.0,Mid  ,1781
0.31,Very Good,G,SI1,4.37,4.38,2.7,61.7,55.0, Low  ,462
0.51,Very Good,D,SI1,5.19,5.24,3.13,60.0,58.0,Mid  ,1380
0.52,Very Good,E,SI1,5.16,5.18,3.16,61.1,62.0,Mid  ,1343
0.7,Very Good,G,SI1,5.64,5.68,3.54,62.5,60.0,Mid  ,2042
0.54,Ideal,G,VVS1,5.23,5.28,3.22,61.3,56.0,Mid  ,1982
0.96,Premium,D,SI2,6.47,6.43,3.87,60.0,60.0,Mid  ,3989
0.91,Premium,G,SI1,6.17,6.14,3.85,62.6,58.0,Mid  ,3975
0.52,Premium,G,VVS2,5.16,5.14,3.15,61.2,59.0,Mid  ,2012
0.31,Good,H,VVS2,4.28,4.33,2.74,63.6,56.0, Low  ,625
0.51,Ideal,G,SI1,5.11,5.17,3.17,61.9,56.0,Mid  ,1321
1.02,Fair,I,SI1,6.84,6.77,3.66,53.0,63.0,Mid  ,2856
0.4,Premium,E,SI1,4.7,4.67,2.94,62.8,59.0, Low  ,907
1.21,Ideal,I,SI1,6.92,6.87,4.18,60.6,55.0,Mid  ,5556
1.07,Ideal,F,SI2,0.0,6.62,0.0,61.6,56.0,Mid  ,4954
0.9,Fair,H,VS2,6.01,5.97,3.93,65.6,55.0,Mid  ,3375
0.72,Good,G,VS2,5.8,5.84,3.47,59.7,60.5,Mid  ,2776
0.38,Premium,D,VVS1,4.7,4.71,2.84,60.4,59.0,Mid  ,1400
1.0,Very Good,F,SI2,6.34,6.38,3.98,62.6,59.0,Mid  ,4901
0.74,Premium,G,SI1,5.97,5.93,3.47,58.3,58.0,Mid  ,2131
0.71,Very Good,E,SI1,5.66,5.7,3.57,62.9,57.0,Mid  ,2573
0.98,Fair,G,I1,6.08,5.98,4.21,69.7,58.0,Mid  ,1712
0.73,Ideal,F,IF,5.86,5.8,3.57,61.2,55.0,Mid  ,3880
0.7,Ideal,J,SI1,5.72,5.74,3.56,62.1,54.0,Mid  ,1815
0.31,Good,D,SI1,4.27,4.3,2.74,63.9,54.0, Low  ,571
1.51,Premium,G,VS1,7.27,7.23,4.53,62.5,58.0,High  ,13811
1.02,Premium,D,VS2,6.61,6.54,3.93,59.8,61.0,High  ,6909
0.31,Very Good,H,VVS2,4.32,4.29,2.73,63.4,56.0, Low  ,802
0.71,Fair,D,SI1,5.61,5.49,3.68,66.3,56.0,Mid  ,2372
0.3,Ideal,D,SI1,4.3,4.34,2.66,61.6,56.0, Low  ,552
2.1,Ideal,H,VS2,8.21,8.18,5.12,62.5,57.0,High  ,13403
2.01,Ideal,J,SI2,8.15,8.13,4.95,60.8,57.0,High  ,13253
1.16,Premium,F,SI2,6.71,6.66,4.14,61.9,59.0,Mid  ,4476
1.75,Ideal,H,I1,7.73,7.75,4.77,61.6,56.0,High  ,7680
0.51,Ideal,F,VVS2,5.12,5.08,3.18,62.4,57.0,Mid  ,2203
1.2,Ideal,I,VS2,6.77,6.74,4.22,62.5,56.0,Mid  ,5634
1.14,Ideal,F,VVS1,6.69,6.67,4.16,62.2,56.0,High  ,11844
0.82,Very Good,I,SI1,6.01,6.08,3.66,60.5,58.0,Mid  ,2602
0.26,Ideal,H,VVS1,4.09,4.11,2.55,62.2,55.0, Low  ,545
0.71,Ideal,F,SI1,5.69,5.74,3.54,61.9,56.0,Mid  ,2999
1.0,Fair,F,SI1,6.29,6.24,4.06,64.8,59.0,Mid  ,5292
0.35,Very Good,F,SI2,4.56,4.57,2.79,61.2,55.0, Low  ,494
0.41,Ideal,G,VS2,4.81,4.78,2.99,62.4,54.0,Mid  ,1061
1.51,Premium,I,VS2,7.44,7.41,4.49,60.5,59.0,High  ,9682
1.67,Very Good,I,VS1,7.61,7.64,4.7,61.6,59.1,High  ,11867
0.83,Very Good,F,SI2,5.99,6.02,3.72,61.9,56.0,Mid  ,2939
0.6,Very Good,E,SI2,5.32,5.28,3.35,63.2,60.0,Mid  ,1250
1.26,Good,J,SI1,6.78,6.74,4.32,63.9,58.0,Mid  ,4255
0.7,Premium,I,VVS1,5.67,5.65,3.56,62.9,58.0,Mid  ,2536
0.37,Very Good,F,VS2,4.63,4.56,2.91,63.3,56.0, Low  ,957
0.7,Premium,H,SI2,5.75,5.72,3.47,60.5,61.0,Mid  ,1808
0.38,Ideal,E,VVS2,4.65,4.63,2.87,61.9,57.0,Mid  ,1176
0.5,Good,E,VS1,5.08,5.12,3.11,61.1,58.2,Mid  ,1932
1.01,Very Good,I,SI1,6.34,6.36,4.02,63.3,54.0,Mid  ,4749
1.07,Premium,F,SI1,6.68,6.72,3.99,59.6,58.0,Mid  ,5561
0.31,Ideal,E,VVS1,4.38,4.4,2.69,61.3,56.0,Mid  ,865
0.31,Ideal,E,VVS1,4.38,4.4,2.69,61.3,56.0,Mid  ,1105
1.51,Premium,H,SI2,7.43,7.33,4.44,60.2,59.0,High  ,8598
0.7,Ideal,F,VS1,5.65,5.72,3.5,61.6,56.0,Mid  ,3399
0.42,Ideal,G,VVS1,4.82,4.85,2.98,61.6,55.0,Mid  ,1179
0.8,Ideal,F,VS1,5.91,5.96,3.73,62.8,56.0,Mid  ,4070
0.32,Ideal,H,VS1,4.39,4.4,2.73,62.1,55.0, Low  ,524
0.32,Very Good,E,SI1,4.39,4.41,2.71,61.6,56.0, Low  ,561
1.18,Ideal,G,VS1,6.81,6.76,4.2,61.9,56.0,High  ,8556
1.33,Ideal,J,VS1,6.99,7.03,4.38,62.5,58.0,Mid  ,6449
1.55,Very Good,G,VS2,7.36,7.31,4.63,63.1,57.0,High  ,11703
1.0,Very Good,G,VS1,6.52,6.54,3.88,59.4,59.0,High  ,6867
1.18,Premium,I,SI1,6.74,6.71,4.22,62.8,56.0,Mid  ,5088
0.91,Good,J,VS2,6.18,6.25,3.81,61.3,61.0,Mid  ,3290
1.11,Premium,G,VS2,6.79,6.76,4.0,59.0,59.0,High  ,6713
0.9,Ideal,H,SI2,6.19,6.17,3.83,62.0,57.0,Mid  ,3516
0.44,Ideal,G,SI1,4.88,4.91,3.02,61.7,55.0,Mid  ,1032
0.41,Ideal,F,SI1,4.74,4.7,2.96,62.7,57.0, Low  ,969
0.37,Very Good,F,SI1,4.56,4.6,2.86,62.4,59.0, Low  ,616
0.7,Ideal,D,SI1,5.76,5.73,3.54,61.7,57.0,Mid  ,3199
0.76,Good,I,SI1,5.69,5.64,3.64,64.3,60.0,Mid  ,2326
0.59,Very Good,E,VVS2,5.37,5.36,3.31,61.7,59.0,Mid  ,2494
0.43,Good,F,SI1,4.8,4.82,3.07,63.8,57.0, Low  ,739
0.34,Premium,D,VS2,4.52,4.55,2.69,59.3,58.0, Low  ,805
1.11,Ideal,F,VS2,6.69,6.75,4.09,60.9,57.0,High  ,8233
0.8,Ideal,F,VS2,5.99,6.03,3.68,61.2,58.0,Mid  ,3713
0.4,Premium,F,VVS2,4.7,4.65,2.91,62.2,59.0,Mid  ,1163
0.3,Premium,F,VS1,4.33,4.31,2.66,61.5,59.0, Low  ,844
0.36,Very Good,H,VS2,4.62,4.66,2.83,61.0,55.0, Low  ,583
0.32,Ideal,F,VVS1,4.42,4.45,2.72,61.3,55.0, Low  ,854
0.36,Very Good,G,VS1,4.57,4.61,2.78,60.6,60.0, Low  ,678
0.71,Ideal,D,SI1,5.69,5.72,3.53,61.9,59.0,Mid  ,2764
0.23,Ideal,F,VVS1,3.94,3.95,2.46,62.4,55.0, Low  ,505
1.01,Premium,H,SI1,6.47,6.39,3.89,60.5,58.0,Mid  ,4578
0.71,Very Good,G,SI1,5.65,5.67,3.55,62.7,59.0,Mid  ,2201
0.32,Good,D,SI1,4.37,4.38,2.77,63.3,57.0, Low  ,589
0.42,Good,H,SI1,4.79,4.74,3.03,63.6,57.0, Low  ,838
1.5,Premium,H,VS2,7.32,7.25,4.46,61.2,61.0,High  ,10478
1.54,Good,J,SI1,7.3,7.36,4.61,62.9,62.0,High  ,7349
0.41,Ideal,H,VVS2,4.74,4.77,2.97,62.5,56.0, Low  ,899
0.55,Ideal,E,VVS2,5.25,5.29,3.26,61.9,56.0,Mid  ,2374
1.21,Premium,F,SI2,6.81,6.74,3.99,58.9,60.0,Mid  ,5243
0.41,Premium,D,SI2,4.77,4.71,2.96,62.4,60.0, Low  ,876
1.05,Ideal,G,VVS2,6.6,6.65,4.0,60.4,54.0,High  ,9000
0.5,Ideal,D,VS2,5.14,5.16,3.18,61.7,53.0,Mid  ,1678
0.3,Premium,F,VS2,4.29,4.34,2.65,61.4,60.0, Low  ,605
0.45,Premium,F,VS2,4.93,4.87,3.01,61.4,60.0, Low  ,945
0.35,Ideal,D,VVS1,4.56,4.57,2.83,62.0,54.0,Mid  ,1266
1.2,Premium,H,SI1,7.02,6.97,4.16,59.5,58.0,Mid  ,6588
1.35,Premium,F,VS2,7.06,7.02,4.36,61.9,58.0,High  ,10962
0.41,Very Good,H,SI1,4.72,4.77,2.97,62.6,59.0, Low  ,683
1.07,Ideal,G,SI2,6.58,6.55,4.07,62.0,57.0,Mid  ,4401
0.71,Premium,D,SI1,5.81,5.79,3.37,58.1,61.0,Mid  ,2249
0.32,Ideal,F,VS2,4.37,4.39,2.71,61.9,56.0, Low  ,645
0.32,Very Good,H,VVS1,4.33,4.38,2.74,62.9,57.0, Low  ,730
0.6,Ideal,D,VS2,5.42,5.45,3.34,61.5,55.0,Mid  ,2325
1.01,Very Good,E,SI2,6.42,6.5,3.99,61.8,56.0,Mid  ,4355
0.37,Ideal,F,VS2,4.63,4.67,2.84,61.1,57.0, Low  ,746
0.24,Very Good,G,VVS2,4.0,4.03,2.49,62.0,57.0, Low  ,449
0.5,Ideal,I,VS2,5.1,5.12,3.17,62.0,55.0,Mid  ,1110
1.0,Premium,F,VVS2,6.5,6.46,3.88,59.9,60.0,High  ,8602
1.57,Ideal,J,VS1,7.46,7.49,4.64,62.1,54.0,High  ,9683
0.92,Premium,F,SI1,6.19,6.23,3.89,62.6,59.0,Mid  ,3749
1.22,Very Good,G,VS2,6.8,6.72,4.24,62.7,58.0,High  ,8377
0.73,Ideal,F,VS1,5.8,5.89,3.57,61.1,57.0,Mid  ,3140
1.4,Ideal,G,VVS1,7.21,7.23,4.39,60.8,57.0,High  ,15134
1.25,Premium,F,VS2,6.98,6.93,4.23,60.8,58.0,High  ,9702
0.3,Premium,D,VS2,4.27,4.22,2.63,62.0,59.0, Low  ,911
0.52,Ideal,E,VVS2,5.12,5.15,3.2,62.3,57.0,Mid  ,2116
0.61,Ideal,E,VS1,5.42,5.45,3.35,61.6,57.0,Mid  ,2161
1.05,Ideal,H,SI2,6.56,6.49,4.04,61.9,56.0,Mid  ,4586
1.22,Ideal,G,SI2,6.85,6.8,4.25,62.3,57.0,Mid  ,5296
0.36,Ideal,F,VVS2,4.54,4.57,2.84,62.4,55.0, Low  ,896
0.8,Good,E,VS2,5.8,5.86,3.76,64.5,56.0,Mid  ,3273
0.62,Ideal,G,VVS2,5.48,5.51,3.38,61.6,56.0,Mid  ,2861
0.55,Ideal,D,SI2,5.28,5.31,3.26,61.6,56.0,Mid  ,1364
1.06,Ideal,D,VS2,6.53,6.6,4.1,62.5,54.0,High  ,6856
1.5,Ideal,H,SI2,7.29,7.26,4.54,62.4,58.0,High  ,8471
0.35,Ideal,E,VS1,4.53,4.55,2.81,62.0,53.6, Low  ,840
1.56,Very Good,F,SI1,7.41,7.48,4.54,61.0,58.0,High  ,12207
2.01,Ideal,I,VS2,8.21,8.17,4.97,60.7,57.0,High  ,17197
0.3,Very Good,H,SI1,4.37,4.32,2.55,58.7,63.0, Low  ,504
1.52,Ideal,D,VS2,7.42,7.35,4.55,61.6,57.0,High  ,12392
1.01,Premium,D,VS2,6.57,6.47,3.94,60.4,58.0,High  ,7032
1.12,Ideal,H,SI1,6.74,6.7,4.08,60.7,56.0,Mid  ,5457
0.3,Ideal,H,VS2,4.29,4.32,2.62,60.9,58.0, Low  ,491
1.2,Very Good,D,SI1,6.75,6.78,4.23,62.4,58.0,High  ,7646
1.19,Premium,G,SI2,6.74,6.71,4.2,62.4,59.0,Mid  ,4078
0.4,Premium,E,SI1,4.69,4.64,2.93,62.8,59.0, Low  ,945
0.3,Good,E,SI2,4.27,4.3,2.72,63.5,55.0, Low  ,421
0.75,Very Good,F,VS1,5.83,5.87,3.56,60.9,59.0,Mid  ,3220
1.06,Premium,F,VS2,6.64,6.49,4.02,61.2,57.0,Mid  ,5942
1.13,Ideal,I,SI1,6.72,6.69,4.12,61.4,57.0,Mid  ,4936
0.78,Premium,J,SI2,5.94,5.91,3.59,60.6,58.0,Mid  ,2022
0.36,Ideal,J,VS1,4.58,4.62,2.84,61.7,53.7, Low  ,513
0.71,Premium,H,SI2,5.76,5.69,3.52,61.5,57.0,Mid  ,1960
0.53,Very Good,G,SI2,5.19,5.21,3.16,60.8,58.0,Mid  ,1070
0.32,Ideal,H,VVS2,4.39,4.42,2.73,62.0,55.0, Low  ,645
0.56,Ideal,D,VS2,5.24,5.28,3.27,62.2,56.0,Mid  ,1963
0.31,Premium,F,SI1,4.37,4.39,2.65,60.5,60.0, Low  ,516
0.75,Ideal,D,VS1,5.77,5.84,3.6,62.0,58.0,Mid  ,4007
0.76,Ideal,I,VS2,5.85,5.89,3.63,61.8,56.0,Mid  ,3577
0.72,Premium,D,VS1,5.68,5.65,3.55,62.7,58.0,Mid  ,2900
1.31,Premium,J,SI1,7.05,6.97,4.38,62.5,55.0,Mid  ,5480
1.54,Premium,G,SI1,7.31,7.26,4.59,63.0,59.0,High  ,8176
1.0,Fair,E,SI2,6.54,6.49,3.71,56.9,63.0,Mid  ,3889
0.41,Ideal,F,VS2,4.74,4.79,2.96,62.1,56.0, Low  ,863
0.51,Premium,D,SI1,5.15,5.17,3.1,60.1,60.0,Mid  ,1569
1.46,Very Good,I,SI1,7.13,7.21,4.5,62.8,57.0,High  ,7387
1.21,Ideal,H,SI1,6.83,6.91,4.2,61.1,57.0,Mid  ,6069
0.52,Ideal,E,SI2,5.12,5.08,3.21,62.9,56.0,Mid  ,1290
0.44,Premium,D,SI1,4.85,4.82,3.04,62.9,58.0,Mid  ,1089
0.96,Fair,H,I1,6.21,6.0,3.68,60.1,62.0,Mid  ,1808
0.31,Ideal,G,VVS2,4.34,4.31,2.71,62.7,57.0, Low  ,907
1.09,Ideal,H,SI1,6.63,6.58,4.09,61.9,57.0,Mid  ,5358
0.39,Ideal,G,SI1,4.7,4.74,2.9,61.4,55.0, Low  ,919
0.33,Ideal,E,VS2,4.45,4.47,2.73,61.2,56.0, Low  ,723
0.41,Ideal,F,VS2,4.79,4.76,2.95,61.8,56.0,Mid  ,1107
0.9,Very Good,G,SI1,6.13,6.19,3.88,63.0,57.0,Mid  ,3681
1.21,Premium,G,VS1,7.01,6.97,4.16,59.5,58.0,High  ,8456
0.3,Ideal,E,VS2,4.3,4.35,2.69,62.1,53.6, Low  ,652
0.43,Ideal,E,SI1,4.78,4.82,2.99,62.3,57.0, Low  ,792
0.37,Premium,I,VVS1,4.55,4.58,2.85,62.4,58.0, Low  ,681
